,도시이름,날짜,요일한글,방문객한글,방문자수
0,임실군,20210506,목요일,외지인(b),17339.0
1,임실군,20210508,토요일,외지인(b),40446.0
2,임실군,20210507,금요일,외지인(b),20387.5
3,임실군,20210505,수요일,외지인(b),33222.0
4,임실군,20210510,월요일,외지인(b),14752.5
5,임실군,20210509,일요일,외지인(b),36627.5
6,임실군,20210615,화요일,외지인(b),14378.0
7,임실군,20210614,월요일,외지인(b),14458.5
8,임실군,20210617,목요일,외지인(b),15970.5
9,임실군,20210616,수요일,외지인(b),15141.0
10,임실군,20210618,금요일,외지인(b),17265.5
11,임실군,20210619,토요일,외지인(b),31696.0
12,임실군,20210620,일요일,외지인(b),30257.5
13,임실군,20210622,화요일,외지인(b),16782.5
14,임실군,20210621,월요일,외지인(b),17206.0
15,임실군,20210605,토요일,외지인(b),33026.0
16,임실군,20210606,일요일,외지인(b),31206.0
17,임실군,20210607,월요일,외지인(b),15260.0
18,임실군,20210609,수요일,외지인(b),14290.5
19,임실군,20210608,화요일,외지인(b),15200.5
20,임실군,20210610,목요일,외지인(b),15204.0
21,임실군,20210611,금요일,외지인(b),15960.0
22,임실군,20210612,토요일,외지인(b),28241.5
23,임실군,20210613,일요일,외지인(b),28203.0
24,임실군,20210702,금요일,외지인(b),17920.0
25,임실군,20210701,목요일,외지인(b),15361.5
26,임실군,20210703,토요일,외지인(b),24416.0
27,임실군,20210705,월요일,외지인(b),13685.0
28,임실군,20210704,일요일,외지인(b),23282.0
29,임실군,20210706,화요일,외지인(b),11840.5
30,임실군,20210708,목요일,외지인(b),12775.0
31,임실군,20210707,수요일,외지인(b),11035.5
32,임실군,20210710,토요일,외지인(b),25998.0
33,임실군,20210709,금요일,외지인(b),17314.5
34,임실군,20210623,수요일,외지인(b),16257.5
35,임실군,20210711,일요일,외지인(b),25347.0
36,임실군,20210625,금요일,외지인(b),20800.5
37,임실군,20210624,목요일,외지인(b),17125.5
38,임실군,20210627,일요일,외지인(b),31146.5
39,임실군,20210626,토요일,외지인(b),31244.5
40,임실군,20210628,월요일,외지인(b),16467.5
41,임실군,20210630,수요일,외지인(b),16614.5
42,임실군,20210629,화요일,외지인(b),17202.5
43,임실군,20210525,화요일,외지인(b),15827.0
44,임실군,20210526,수요일,외지인(b),16180.5
45,임실군,20210527,목요일,외지인(b),15197.0
46,임실군,20210528,금요일,외지인(b),17272.5
47,임실군,20210529,토요일,외지인(b),31969.0
48,임실군,20210530,일요일,외지인(b),31451.0
49,임실군,20210531,월요일,외지인(b),14948.5
50,임실군,20210601,화요일,외지인(b),15263.5
51,임실군,20210602,수요일,외지인(b),14371.0
52,임실군,20210603,목요일,외지인(b),12554.5
53,임실군,20210517,월요일,외지인(b),13496.0
54,임실군,20210604,금요일,외지인(b),17857.0
55,임실군,20210518,화요일,외지인(b),18949.0
56,임실군,20210519,수요일,외지인(b),33733.0
57,임실군,20210520,목요일,외지인(b),14196.0
58,임실군,20210521,금요일,외지인(b),16814.0
59,임실군,20210522,토요일,외지인(b),33383.0
