,도시이름,날짜,요일한글,방문객한글,방문자수
0,정읍시,20210507,금요일,외지인(b),29694.0
1,정읍시,20210506,목요일,외지인(b),23716.0
2,정읍시,20210505,수요일,외지인(b),32256.0
3,정읍시,20210504,화요일,외지인(b),22746.5
4,정읍시,20210509,일요일,외지인(b),42889.0
5,정읍시,20210508,토요일,외지인(b),52766.0
6,정읍시,20210510,월요일,외지인(b),22428.0
7,정읍시,20210615,화요일,외지인(b),21784.0
8,정읍시,20210616,수요일,외지인(b),24304.0
9,정읍시,20210617,목요일,외지인(b),25718.0
10,정읍시,20210619,토요일,외지인(b),44334.5
11,정읍시,20210618,금요일,외지인(b),26775.0
12,정읍시,20210621,월요일,외지인(b),25662.0
13,정읍시,20210620,일요일,외지인(b),39784.5
14,정읍시,20210622,화요일,외지인(b),26362.0
15,정읍시,20210605,토요일,외지인(b),36809.5
16,정읍시,20210623,수요일,외지인(b),24479.0
17,정읍시,20210606,일요일,외지인(b),32245.5
18,정읍시,20210608,화요일,외지인(b),21724.5
19,정읍시,20210607,월요일,외지인(b),20769.0
20,정읍시,20210610,목요일,외지인(b),21934.5
21,정읍시,20210609,수요일,외지인(b),22116.5
22,정읍시,20210612,토요일,외지인(b),36438.5
23,정읍시,20210611,금요일,외지인(b),24146.5
24,정읍시,20210614,월요일,외지인(b),22704.5
25,정읍시,20210613,일요일,외지인(b),34279.0
26,정읍시,20210701,목요일,외지인(b),21105.0
27,정읍시,20210704,일요일,외지인(b),28815.5
28,정읍시,20210703,토요일,외지인(b),31825.5
29,정읍시,20210705,월요일,외지인(b),20629.0
30,정읍시,20210707,수요일,외지인(b),17804.5
31,정읍시,20210706,화요일,외지인(b),18602.5
32,정읍시,20210709,금요일,외지인(b),24433.5
33,정읍시,20210708,목요일,외지인(b),19929.0
34,정읍시,20210710,토요일,외지인(b),34758.5
35,정읍시,20210711,일요일,외지인(b),31881.5
36,정읍시,20210624,목요일,외지인(b),25070.5
37,정읍시,20210625,금요일,외지인(b),28871.5
38,정읍시,20210627,일요일,외지인(b),36802.5
39,정읍시,20210626,토요일,외지인(b),39928.0
40,정읍시,20210629,화요일,외지인(b),24437.0
41,정읍시,20210628,월요일,외지인(b),24846.5
42,정읍시,20210702,금요일,외지인(b),24125.5
43,정읍시,20210630,수요일,외지인(b),25322.5
44,정읍시,20210525,화요일,외지인(b),23198.0
45,정읍시,20210526,수요일,외지인(b),24066.0
46,정읍시,20210527,목요일,외지인(b),23369.5
47,정읍시,20210530,일요일,외지인(b),34933.5
48,정읍시,20210529,토요일,외지인(b),36946.0
49,정읍시,20210528,금요일,외지인(b),26176.5
50,정읍시,20210531,월요일,외지인(b),23292.5
51,정읍시,20210601,화요일,외지인(b),20475.0
52,정읍시,20210602,수요일,외지인(b),20590.5
53,정읍시,20210517,월요일,외지인(b),20891.5
54,정읍시,20210604,금요일,외지인(b),24850.0
55,정읍시,20210603,목요일,외지인(b),18998.0
56,정읍시,20210518,화요일,외지인(b),25571.0
57,정읍시,20210519,수요일,외지인(b),33050.5
58,정읍시,20210520,목요일,외지인(b),21833.0
59,정읍시,20210521,금요일,외지인(b),26285.0
60,정읍시,20210522,토요일,외지인(b),36893.5
61,정읍시,20210523,일요일,외지인(b),33481.0
62,정읍시,20210524,월요일,외지인(b),23534.0
63,정읍시,20210730,금요일,외지인(b),34356.0
64,정읍시,20210712,월요일,외지인(b),22207.5
65,정읍시,20210813,금요일,외지인(b),28588.0
66,정읍시,20210812,목요일,외지인(b),25203.5
67,정읍시,20210717,토요일,외지인(b),37457.0
68,정읍시,20210718,일요일,외지인(b),35035.0
69,정읍시,20210805,목요일,외지인(b),26432.0
70,정읍시,20210719,월요일,외지인(b),24678.5
71,정읍시,20210804,수요일,외지인(b),26631.5
72,정읍시,20210720,화요일,외지인(b),25774.0
73,정읍시,20210803,화요일,외지인(b),28322.0
74,정읍시,20210724,토요일,외지인(b),38073.0
75,정읍시,20210725,일요일,외지인(b),36270.5
76,정읍시,20210818,수요일,외지인(b),23338.0
77,정읍시,20210817,화요일,외지인(b),24451.0
78,정읍시,20210726,월요일,외지인(b),27408.5
79,정읍시,20210810,화요일,외지인(b),23782.5
80,정읍시,20210811,수요일,외지인(b),24461.5
81,정읍시,20210924,금요일,외지인(b),27926.5
82,정읍시,20210921,화요일,외지인(b),92050.0
83,정읍시,20210923,목요일,외지인(b),28010.5
84,정읍시,20210815,일요일,외지인(b),38934.0
85,정읍시,20210814,토요일,외지인(b),36792.0
86,정읍시,20210731,토요일,외지인(b),43697.5
87,정읍시,20210801,일요일,외지인(b),37016.0
88,정읍시,20210919,일요일,외지인(b),66545.5
89,정읍시,20210802,월요일,외지인(b),29939.0
90,정읍시,20210918,토요일,외지인(b),47043.5
91,정읍시,20210806,금요일,외지인(b),29197.0
92,정읍시,20210807,토요일,외지인(b),36834.0
93,정읍시,20210808,일요일,외지인(b),32406.5
94,정읍시,20210917,금요일,외지인(b),27933.5
95,정읍시,20210816,월요일,외지인(b),31251.5
96,정읍시,20210916,목요일,외지인(b),26225.5
97,정읍시,20210925,토요일,외지인(b),35332.5
98,정읍시,20210809,월요일,외지인(b),24678.5
99,정읍시,20210821,토요일,외지인(b),27051.5
100,정읍시,20210828,토요일,외지인(b),34825.0
101,정읍시,20210729,목요일,외지인(b),29473.5
102,정읍시,20210714,수요일,외지인(b),23807.0
103,정읍시,20210713,화요일,외지인(b),22925.0
104,정읍시,20210715,목요일,외지인(b),24580.5
105,정읍시,20210824,화요일,외지인(b),19841.5
106,정읍시,20210819,목요일,외지인(b),24132.5
107,정읍시,20210716,금요일,외지인(b),27223.0
108,정읍시,20210822,일요일,외지인(b),29977.5
109,정읍시,20210820,금요일,외지인(b),27226.5
110,정읍시,20210827,금요일,외지인(b),23667.0
111,정읍시,20210722,목요일,외지인(b),25067.0
112,정읍시,20210721,수요일,외지인(b),24780.0
113,정읍시,20210723,금요일,외지인(b),28654.5
114,정읍시,20210727,화요일,외지인(b),27601.0
115,정읍시,20210825,수요일,외지인(b),22753.5
116,정읍시,20210823,월요일,외지인(b),20489.0
117,정읍시,20210826,목요일,외지인(b),25518.5
118,정읍시,20210728,수요일,외지인(b),27629.0
119,정읍시,20210901,수요일,외지인(b),18077.5
120,정읍시,20210913,월요일,외지인(b),24531.5
121,정읍시,20210906,월요일,외지인(b),20636.0
122,정읍시,20210922,수요일,외지인(b),49136.5
123,정읍시,20210905,일요일,외지인(b),32732.0
124,정읍시,20210912,일요일,외지인(b),36715.0
125,정읍시,20210911,토요일,외지인(b),42623.0
126,정읍시,20210910,금요일,외지인(b),26964.0
127,정읍시,20210904,토요일,외지인(b),38174.5
128,정읍시,20210909,목요일,외지인(b),24846.5
129,정읍시,20210915,수요일,외지인(b),24766.0
130,정읍시,20210920,월요일,외지인(b),82677.0
131,정읍시,20210903,금요일,외지인(b),25182.5
132,정읍시,20210908,수요일,외지인(b),23341.5
133,정읍시,20210914,화요일,외지인(b),24647.0
134,정읍시,20210902,목요일,외지인(b),20646.5
135,정읍시,20210829,일요일,외지인(b),28595.0
136,정읍시,20210830,월요일,외지인(b),24489.5
137,정읍시,20210907,화요일,외지인(b),20776.0
138,정읍시,20210926,일요일,외지인(b),32907.0
139,정읍시,20210927,월요일,외지인(b),25165.0
