도시이름,날짜,요일한글,방문객한글,방문자수
완주군,20210713,화요일,외지인(b),42613 
완주군,20210714,수요일,외지인(b),43386 
완주군,20210715,목요일,외지인(b),44044 
완주군,20210716,금요일,외지인(b),48818 
완주군,20210717,토요일,외지인(b),79566 
완주군,20210718,일요일,외지인(b),80682 
완주군,20210719,월요일,외지인(b),43386 
완주군,20210720,화요일,외지인(b),46715 
완주군,20210721,수요일,외지인(b),47653 
완주군,20210722,목요일,외지인(b),48846 
완주군,20210723,금요일,외지인(b),54103 
완주군,20210724,토요일,외지인(b),86153 
완주군,20210725,일요일,외지인(b),84546 
완주군,20210726,월요일,외지인(b),51209 
완주군,20210727,화요일,외지인(b),52504 
완주군,20210728,수요일,외지인(b),53942 
완주군,20210729,목요일,외지인(b),57817 
완주군,20210730,금요일,외지인(b),65013 
완주군,20210731,토요일,외지인(b),93524 
완주군,20210801,일요일,외지인(b),85586 
완주군,20210802,월요일,외지인(b),54135 
완주군,20210803,화요일,외지인(b),57680 
완주군,20210804,수요일,외지인(b),55790 
완주군,20210805,목요일,외지인(b),57505 
완주군,20210806,금요일,외지인(b),60298 
완주군,20210807,토요일,외지인(b),86594 
완주군,20210808,일요일,외지인(b),80245 
완주군,20210809,월요일,외지인(b),49928 
완주군,20210810,화요일,외지인(b),49998 
완주군,20210811,수요일,외지인(b),49889 
완주군,20210812,목요일,외지인(b),50918 
완주군,20210813,금요일,외지인(b),55556 
완주군,20210814,토요일,외지인(b),79940 
완주군,20210815,일요일,외지인(b),97006 
완주군,20210816,월요일,외지인(b),72972 
완주군,20210817,화요일,외지인(b),48125 
완주군,20210818,수요일,외지인(b),46750 
완주군,20210819,목요일,외지인(b),48388 
완주군,20210820,금요일,외지인(b),51765 
완주군,20210821,토요일,외지인(b),52759 
완주군,20210822,일요일,외지인(b),67372 
완주군,20210823,월요일,외지인(b),37149 
완주군,20210824,화요일,외지인(b),37443 
완주군,20210825,수요일,외지인(b),40999 
완주군,20210826,목요일,외지인(b),46820 
