,도시이름,날짜,요일한글,방문객한글,방문자수
0,익산시,20210507,금요일,외지인(b),62366.5
1,익산시,20210506,목요일,외지인(b),52479.0
2,익산시,20210505,수요일,외지인(b),60102.0
3,익산시,20210504,화요일,외지인(b),51947.0
4,익산시,20210509,일요일,외지인(b),78316.0
5,익산시,20210508,토요일,외지인(b),92631.0
6,익산시,20210510,월요일,외지인(b),48366.5
7,익산시,20210616,수요일,외지인(b),54488.0
8,익산시,20210615,화요일,외지인(b),52454.5
9,익산시,20210617,목요일,외지인(b),55681.5
10,익산시,20210619,토요일,외지인(b),74455.5
11,익산시,20210618,금요일,외지인(b),59038.0
12,익산시,20210621,월요일,외지인(b),52524.5
13,익산시,20210620,일요일,외지인(b),64134.0
14,익산시,20210622,화요일,외지인(b),53844.0
15,익산시,20210605,토요일,외지인(b),67483.5
16,익산시,20210623,수요일,외지인(b),52237.5
17,익산시,20210606,일요일,외지인(b),58303.0
18,익산시,20210608,화요일,외지인(b),47848.5
19,익산시,20210607,월요일,외지인(b),45958.5
20,익산시,20210610,목요일,외지인(b),51366.0
21,익산시,20210609,수요일,외지인(b),49031.5
22,익산시,20210612,토요일,외지인(b),69692.0
23,익산시,20210611,금요일,외지인(b),56084.0
24,익산시,20210614,월요일,외지인(b),52157.0
25,익산시,20210613,일요일,외지인(b),61876.5
26,익산시,20210701,목요일,외지인(b),43785.0
27,익산시,20210704,일요일,외지인(b),54141.5
28,익산시,20210703,토요일,외지인(b),63840.0
29,익산시,20210705,월요일,외지인(b),44481.5
30,익산시,20210707,수요일,외지인(b),44670.5
31,익산시,20210706,화요일,외지인(b),43603.0
32,익산시,20210709,금요일,외지인(b),53315.5
33,익산시,20210708,목요일,외지인(b),46021.5
34,익산시,20210710,토요일,외지인(b),66150.0
35,익산시,20210711,일요일,외지인(b),58702.0
36,익산시,20210624,목요일,외지인(b),54719.0
37,익산시,20210625,금요일,외지인(b),61897.5
38,익산시,20210626,토요일,외지인(b),75288.5
39,익산시,20210627,일요일,외지인(b),66629.5
40,익산시,20210629,화요일,외지인(b),54670.0
41,익산시,20210628,월요일,외지인(b),54026.0
42,익산시,20210702,금요일,외지인(b),50683.5
43,익산시,20210630,수요일,외지인(b),54722.5
44,익산시,20210525,화요일,외지인(b),54327.0
45,익산시,20210526,수요일,외지인(b),55139.0
46,익산시,20210527,목요일,외지인(b),55807.5
47,익산시,20210530,일요일,외지인(b),67910.5
48,익산시,20210529,토요일,외지인(b),75841.5
49,익산시,20210528,금요일,외지인(b),60207.0
50,익산시,20210531,월요일,외지인(b),56122.5
51,익산시,20210601,화요일,외지인(b),41457.5
52,익산시,20210602,수요일,외지인(b),43620.5
53,익산시,20210517,월요일,외지인(b),49955.5
54,익산시,20210604,금요일,외지인(b),53343.5
55,익산시,20210603,목요일,외지인(b),42241.5
56,익산시,20210518,화요일,외지인(b),57596.0
57,익산시,20210519,수요일,외지인(b),61092.5
58,익산시,20210520,목요일,외지인(b),53340.0
59,익산시,20210521,금요일,외지인(b),59115.0
60,익산시,20210522,토요일,외지인(b),75036.5
