,도시이름,날짜,요일한글,방문객한글,방문자수
109,전주시 완산구,20210825,수요일,외지인(b),87185.0
110,전주시 완산구,20210822,일요일,외지인(b),99816.5
111,전주시 완산구,20210720,화요일,외지인(b),90958.0
112,전주시 완산구,20210721,수요일,외지인(b),92764.0
113,전주시 완산구,20210820,금요일,외지인(b),98231.0
114,전주시 완산구,20210827,금요일,외지인(b),87314.5
115,전주시 완산구,20210722,목요일,외지인(b),93156.0
116,전주시 완산구,20210823,월요일,외지인(b),83706.0
117,전주시 완산구,20210727,화요일,외지인(b),94461.5
118,전주시 완산구,20210826,목요일,외지인(b),90265.0
119,전주시 완산구,20210901,수요일,외지인(b),69149.5
120,전주시 완산구,20210913,월요일,외지인(b),86516.5
121,전주시 완산구,20210906,월요일,외지인(b),75481.0
122,전주시 완산구,20210912,일요일,외지인(b),101321.5
123,전주시 완산구,20210922,수요일,외지인(b),119917.0
124,전주시 완산구,20210905,일요일,외지인(b),92428.0
125,전주시 완산구,20210911,토요일,외지인(b),126297.5
126,전주시 완산구,20210910,금요일,외지인(b),95322.5
127,전주시 완산구,20210904,토요일,외지인(b),113897.0
128,전주시 완산구,20210909,목요일,외지인(b),83331.5
129,전주시 완산구,20210915,수요일,외지인(b),91147.0
130,전주시 완산구,20210920,월요일,외지인(b),166267.5
131,전주시 완산구,20210903,금요일,외지인(b),84315.0
132,전주시 완산구,20210908,수요일,외지인(b),81648.0
133,전주시 완산구,20210914,화요일,외지인(b),87724.0
134,전주시 완산구,20210902,목요일,외지인(b),72453.5
135,전주시 완산구,20210829,일요일,외지인(b),91521.5
136,전주시 완산구,20210907,화요일,외지인(b),77014.0
137,전주시 완산구,20210830,월요일,외지인(b),85281.0
138,전주시 완산구,20210926,일요일,외지인(b),97209.0
139,전주시 완산구,20210927,월요일,외지인(b),87846.5
