,도시이름,날짜,요일한글,방문객한글,방문자수
0,전주시 덕진구,20210114,목요일,외지인(b),76440.0
1,전주시 덕진구,20210116,토요일,외지인(b),84672.0
2,전주시 덕진구,20210115,금요일,외지인(b),80521.0
3,전주시 덕진구,20210117,일요일,외지인(b),67004.0
4,전주시 덕진구,20210121,목요일,외지인(b),79744.0
5,전주시 덕진구,20210119,화요일,외지인(b),77325.5
6,전주시 덕진구,20210118,월요일,외지인(b),65478.0
7,전주시 덕진구,20210120,수요일,외지인(b),80559.5
8,전주시 덕진구,20210122,금요일,외지인(b),87045.0
9,전주시 덕진구,20210105,화요일,외지인(b),63609.0
10,전주시 덕진구,20210104,월요일,외지인(b),62926.5
11,전주시 덕진구,20210106,수요일,외지인(b),63623.0
12,전주시 덕진구,20210107,목요일,외지인(b),52573.5
13,전주시 덕진구,20210108,금요일,외지인(b),62828.5
14,전주시 덕진구,20210109,토요일,외지인(b),68253.5
15,전주시 덕진구,20210110,일요일,외지인(b),54915.0
16,전주시 덕진구,20210111,월요일,외지인(b),66482.5
17,전주시 덕진구,20210113,수요일,외지인(b),73192.0
18,전주시 덕진구,20210112,화요일,외지인(b),69643.0
19,전주시 덕진구,20210201,월요일,외지인(b),65313.5
20,전주시 덕진구,20210203,수요일,외지인(b),69506.5
21,전주시 덕진구,20210202,화요일,외지인(b),68187.0
22,전주시 덕진구,20210204,목요일,외지인(b),71571.5
23,전주시 덕진구,20210206,토요일,외지인(b),85498.0
24,전주시 덕진구,20210205,금요일,외지인(b),80692.5
25,전주시 덕진구,20210208,월요일,외지인(b),76884.5
26,전주시 덕진구,20210207,일요일,외지인(b),72187.5
27,전주시 덕진구,20210209,화요일,외지인(b),81385.5
28,전주시 덕진구,20210210,수요일,외지인(b),93849.0
29,전주시 덕진구,20210123,토요일,외지인(b),91367.5
30,전주시 덕진구,20210124,일요일,외지인(b),77427.0
31,전주시 덕진구,20210127,수요일,외지인(b),85260.0
32,전주시 덕진구,20210126,화요일,외지인(b),80535.0
33,전주시 덕진구,20210125,월요일,외지인(b),81973.5
34,전주시 덕진구,20210129,금요일,외지인(b),85757.0
35,전주시 덕진구,20210128,목요일,외지인(b),79639.0
36,전주시 덕진구,20210130,토요일,외지인(b),93614.5
37,전주시 덕진구,20210131,일요일,외지인(b),79947.0
38,전주시 덕진구,20210103,일요일,외지인(b),54845.0
39,전주시 덕진구,20210102,토요일,외지인(b),69758.5
40,전주시 덕진구,20210101,금요일,외지인(b),56423.5
41,전주시 덕진구,20210226,금요일,외지인(b),102609.5
42,전주시 덕진구,20210225,목요일,외지인(b),90548.5
43,전주시 덕진구,20210223,화요일,외지인(b),90216.0
44,전주시 덕진구,20210222,월요일,외지인(b),93859.5
45,전주시 덕진구,20210227,토요일,외지인(b),121621.5
46,전주시 덕진구,20210407,수요일,외지인(b),68495.0
47,전주시 덕진구,20210212,금요일,외지인(b),115300.5
48,전주시 덕진구,20210301,월요일,외지인(b),70357.0
49,전주시 덕진구,20210211,목요일,외지인(b),99379.0
50,전주시 덕진구,20210228,일요일,외지인(b),108237.5
51,전주시 덕진구,20210214,일요일,외지인(b),78627.5
52,전주시 덕진구,20210213,토요일,외지인(b),101993.5
53,전주시 덕진구,20210215,월요일,외지인(b),78890.0
54,전주시 덕진구,20210218,목요일,외지인(b),81459.0
55,전주시 덕진구,20210217,수요일,외지인(b),73983.0
56,전주시 덕진구,20210220,토요일,외지인(b),106694.0
57,전주시 덕진구,20210219,금요일,외지인(b),92281.0
58,전주시 덕진구,20210216,화요일,외지인(b),78662.5
59,전주시 덕진구,20210221,일요일,외지인(b),91661.5
60,전주시 덕진구,20210224,수요일,외지인(b),91885.5
61,전주시 덕진구,20210401,목요일,외지인(b),70584.5
62,전주시 덕진구,20210331,수요일,외지인(b),101297.0
63,전주시 덕진구,20210402,금요일,외지인(b),79537.5
64,전주시 덕진구,20210404,일요일,외지인(b),69461.0
65,전주시 덕진구,20210403,토요일,외지인(b),86152.5
66,전주시 덕진구,20210405,월요일,외지인(b),69153.0
67,전주시 덕진구,20210406,화요일,외지인(b),70021.0
68,전주시 덕진구,20210408,목요일,외지인(b),70357.0
69,전주시 덕진구,20210322,월요일,외지인(b),88665.5
70,전주시 덕진구,20210321,일요일,외지인(b),90398.0
71,전주시 덕진구,20210325,목요일,외지인(b),96131.0
72,전주시 덕진구,20210323,화요일,외지인(b),91896.0
73,전주시 덕진구,20210324,수요일,외지인(b),92617.0
74,전주시 덕진구,20210327,토요일,외지인(b),106977.5
75,전주시 덕진구,20210326,금요일,외지인(b),106256.5
76,전주시 덕진구,20210328,일요일,외지인(b),93205.0
77,전주시 덕진구,20210330,화요일,외지인(b),98231.0
78,전주시 덕진구,20210329,월요일,외지인(b),92519.0
79,전주시 덕진구,20210418,일요일,외지인(b),86908.5
80,전주시 덕진구,20210417,토요일,외지인(b),105588.0
81,전주시 덕진구,20210420,화요일,외지인(b),77311.5
82,전주시 덕진구,20210419,월요일,외지인(b),75390.0
83,전주시 덕진구,20210421,수요일,외지인(b),77735.0
84,전주시 덕진구,20210423,금요일,외지인(b),90671.0
85,전주시 덕진구,20210422,목요일,외지인(b),78984.5
86,전주시 덕진구,20210425,일요일,외지인(b),92858.5
87,전주시 덕진구,20210424,토요일,외지인(b),109644.5
88,전주시 덕진구,20210427,화요일,외지인(b),80895.5
