도시이름,날짜,요일한글,방문객한글,방문자수
부안군,20210730,금요일,외지인(b),34398
부안군,20210731,토요일,외지인(b),53613
부안군,20210801,일요일,외지인(b),51716
부안군,20210802,월요일,외지인(b),36796
부안군,20210803,화요일,외지인(b),35585
부안군,20210804,수요일,외지인(b),31885
부안군,20210805,목요일,외지인(b),32708
부안군,20210806,금요일,외지인(b),34003
부안군,20210807,토요일,외지인(b),45119
부안군,20210808,일요일,외지인(b),41769
부안군,20210809,월요일,외지인(b),24987
부안군,20210810,화요일,외지인(b),24014
부안군,20210811,수요일,외지인(b),23590
부안군,20210812,목요일,외지인(b),25585
부안군,20210813,금요일,외지인(b),30408
부안군,20210814,토요일,외지인(b),51013
부안군,20210815,일요일,외지인(b),63777
부안군,20210816,월요일,외지인(b),43946
부안군,20210817,화요일,외지인(b),24773
부안군,20210818,수요일,외지인(b),23755
부안군,20210819,목요일,외지인(b),24483
부안군,20210820,금요일,외지인(b),27118
부안군,20210821,토요일,외지인(b),30090
부안군,20210822,일요일,외지인(b),41510
부안군,20210823,월요일,외지인(b),19926
부안군,20210824,화요일,외지인(b),17360
부안군,20210825,수요일,외지인(b),18652
부안군,20210826,목요일,외지인(b),22666
부안군,20210827,금요일,외지인(b),22267
부안군,20210828,토요일,외지인(b),42210
부안군,20210829,일요일,외지인(b),37398
부안군,20210830,월요일,외지인(b),22187
부안군,20210901,수요일,외지인(b),13731
부안군,20210902,목요일,외지인(b),16741
부안군,20210903,금요일,외지인(b),23356
부안군,20210904,토요일,외지인(b),44692
부안군,20210905,일요일,외지인(b),40219
부안군,20210906,월요일,외지인(b),16058
부안군,20210907,화요일,외지인(b),14893
부안군,20210908,수요일,외지인(b),18690
부안군,20210909,목요일,외지인(b),21473
부안군,20210910,금요일,외지인(b),25442
부안군,20210911,토요일,외지인(b),45581
부안군,20210912,일요일,외지인(b),41255
부안군,20210913,월요일,외지인(b),19394
부안군,20210914,화요일,외지인(b),17801
부안군,20210915,수요일,외지인(b),17402
부안군,20210916,목요일,외지인(b),17203
부안군,20210917,금요일,외지인(b),19520
부안군,20210918,토요일,외지인(b),48717
부안군,20210919,일요일,외지인(b),73283
부안군,20210920,월요일,외지인(b),84504
부안군,20210921,화요일,외지인(b),87252
부안군,20210922,수요일,외지인(b),55048
부안군,20210923,목요일,외지인(b),25445
부안군,20210924,금요일,외지인(b),26373
부안군,20210925,토요일,외지인(b),42767
부안군,20210926,일요일,외지인(b),39197
부안군,20210927,월요일,외지인(b),19761
