,도시이름,날짜,요일한글,방문객한글,방문자수
121,김제시,20210906,월요일,외지인(b),24304.0
122,김제시,20210922,수요일,외지인(b),52230.5
123,김제시,20210912,일요일,외지인(b),44744.0
124,김제시,20210905,일요일,외지인(b),39917.5
125,김제시,20210911,토요일,외지인(b),49045.5
126,김제시,20210904,토요일,외지인(b),47309.5
127,김제시,20210910,금요일,외지인(b),33344.5
128,김제시,20210909,목요일,외지인(b),30649.5
129,김제시,20210915,수요일,외지인(b),32378.5
130,김제시,20210920,월요일,외지인(b),83797.0
131,김제시,20210903,금요일,외지인(b),30677.5
132,김제시,20210908,수요일,외지인(b),29417.5
133,김제시,20210914,화요일,외지인(b),31755.5
134,김제시,20210902,목요일,외지인(b),25931.5
135,김제시,20210829,일요일,외지인(b),35171.5
136,김제시,20210830,월요일,외지인(b),29312.5
137,김제시,20210907,화요일,외지인(b),25368.0
138,김제시,20210926,일요일,외지인(b),41860.0
139,김제시,20210927,월요일,외지인(b),30835.0
